"FileID N_Atoms A_Index FileName"
0 Training 216 655 aa:aa_0_C3v_tdA_sc3k2cl_d0lda1.json
1 Training 216 1310 aa:aa_0_C3v_tda_sc3k2cl_d01da3.json
2 Training 216 1965 aa:aa_0_C3v_tda_sc3k2cl_d01da2.json
3 Training 216 2620 aa:aa_0_C3v_tda_sc3k2cl_d01da10.json
4 Training 216 3275 aa:aa_0_C3v_tda_sc3k2cl_d01da5.json
5 Training 216 3930 aa:aa_0_C3v_tda_sc3k2cl_d01da9.json
6 Training 216 4585 aa:aa_0_C3v_tdA_sc3k2cl_d0lda7.json
7 Training 216 5240 aa:aa_0_C3v_tdA_sc3k2cl_d0lda6.json
8 Training 216 5895 aa:aa_0_C3v_tda_sc3k2cl_d01da8.json
9 Training 216 6550 aa:aa_0_C3v_tda_sc3k2cl_d01da4.json
10 Training 216 7205 aa:aa_0_C3v_tdA_sc3k2cl_d0lda9.json
11 Training 216 7860 aa:aa_0_C3v_tda_sc3k2cl_d01da7.json
12 Training 216 8515 aa:aa_0_C3v_tdA_sc3k2cl_d0lda5.json
13 Training 216 9170 aa:aa_0_C3v_tdA_sc3k2cl_d0lda4.json
14 Training 216 9825 aa:aa_0_C3v_tda_sc3k2cl_d01da6.json
15 Training 216 10480 aa:aa_0_C3v_tdA_sc3k2cl_d0lda8.json
16 Training 216 11135 aa:aa_0_C3v_tdA_sc3k2cl_d0lda3.json
17 Training 216 11790 aa:aa_0_C3v_tda_sc3k2cl_d01da1.json
18 Training 216 12445 aa:aa_0_C3v_tdA_sc3k2cl_d0lda10.json
19 Training 216 13100 aa:aa_0_C3v_tdA_sc3k2cl_d0lda2.json
20 Training 216 13755 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda2.json
21 Training 216 14410 aIn:aa_0_C3v_tdA_sc3k2cl_d0lda1.json
22 Training 216 15065 aIn:aIn_0_C3v_tdA_sc3k2cl_d0lda7.json
23 Training 216 15720 aIn:aIn_0_C2v001_tdA_sc3k2cl_d0lda5.json
24 Training 216 16375 aIn:aIn_0_C3v_tda_sc3k2cl_d01da5.json
25 Training 216 17030 aIn:aIn_0_C2v001_tda_sc3Kcl_d01da1.json
26 Training 216 17685 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda1.json
27 Training 216 18340 aIn:aIn_0_C3v_tda_sc3k2cl_d01da4.json
28 Training 216 18995 aIn:aIn_0_C2v001_tdA_sc3k2cl_d0lda4.json
29 Training 216 19650 aIn:aIn_0_C3v_tdA_sc3k2cl_d0lda6.json
30 Training 216 20305 aIn:aIn_0_C3v_tda_sc3k2cl_d01da8.json
31 Training 216 20960 aIn:aIn_0_C2v001_tdA_sc3k2cl_d0lda8.json
32 Training 216 21615 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda3.json
33 Training 216 22270 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda8.json
34 Training 216 22925 aIn:aIn_0_C2v001_tdA_sc3k2cl_d0lda3.json
35 Training 216 23580 aIn:aIn_0_C3v_tda_sc3k2cl_d01da3.json
36 Training 216 24235 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda6.json
37 Training 216 24890 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda4.json
38 Training 216 25545 aIn:aIn_0_C3v_tdA_sc3k2cl_d0lda1.json
39 Training 216 26200 aIn:aa_0_C3v_tdA_sc3k2cl_d0lda6.json
40 Training 216 26855 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda5.json
41 Training 216 27510 aIn:aIn_0_C2v001_tda_sc3Kcl_d01da6.json
42 Training 216 28165 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda7.json
43 Training 216 28820 aIn:aIn_0_C3v_tda_sc3k2cl_d01da2.json
44 Training 216 29475 aIn:aIn_0_C2v001_tdA_sc3k2cl_d0lda2.json
45 Training 216 30130 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda9.json
46 Training 216 30785 aIn:aIn_0_C2v001_tda_sc3Kcl_d01da5.json
47 Training 216 31440 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda4.json
48 Training 216 32095 aIn:aIn_0_C3v_tda_sc3k2cl_d01da1.json
49 Training 216 32750 aIn:aIn_0_C2v001_tdA_sc3k2cl_d0lda1.json
50 Training 216 33405 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda8.json
51 Training 216 34060 aIn:aIn_0_C3v_tdA_sc3k2cl_d0lda3.json
52 Training 216 34715 aIn:aa_0_C3v_tdA_sc3k2cl_d0lda5.json
53 Training 216 35370 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda6.json
54 Training 216 36025 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda7.json
55 Training 216 36680 aIn:aIn_0_C3v_tdA_sc3k2cl_d0lda2.json
56 Training 216 37335 aIn:aa_0_C3v_tdA_sc3k2cl_d0lda4.json
57 Training 216 37990 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda9.json
58 Training 216 38645 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda5.json
59 Training 216 39300 aIn:aIn_0_C2v001_tda_sc3Kcl_d01da4.json
60 Training 216 39955 aIn:aIn_0_C3v_tdA_sc3k2cl_d0lda5.json
61 Training 216 40610 aIn:aa_0_C3v_tdA_sc3k2cl_d0lda3.json
62 Training 216 41265 aIn:aIn_0_C2v001_tda_sc3Kcl_d01da3.json
63 Training 216 41920 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda2.json
64 Training 216 42575 aIn:aIn_0_C3v_tda_sc3k2cl_d01da7.json
65 Training 216 43230 aIn:aIn_0_C2v001_tdA_sc3k2cl_d0lda7.json
66 Training 216 43885 aIn:aIn_0_C2v001_tdA_sc3k2cl_d0lda6.json
67 Training 216 44540 aIn:aIn_0_C3v_tda_sc3k2cl_d01da6.json
68 Training 216 45195 aIn:aIn_0_C3v_tdA_sc3k2cl_d0lda8.json
69 Training 216 45850 aIn:aIn_0_D2dpr_tdA_sc3k2cl_d0lda3.json
70 Training 216 46505 aIn:aIn_0_C2v001_tda_sc3Kcl_d01da2.json
71 Training 216 47160 aIn:aIn_0_D2dres_tdA_sc3k2cl_d0lda1.json
72 Training 216 47815 aIn:aIn_0_C3v_tdA_sc3k2cl_d0lda4.json
73 Training 216 48470 aIn:aa_0_C3v_tdA_sc3k2cl_d0lda2.json
74 Training 216 49125 aP:aP_0_Td_tdC_sc3k2cl_d0lda8.json
75 Training 216 49780 aP:aP_0_C3vTS_tdC_sc3k2cl_d0lda8.json
76 Training 216 50435 aP:aP_0_C3vTS_tdC_sc3k2cl_d0lda4.json
