"FileID N_Atoms A_Index FileName"
0 Training 64 199 001FreeSurf:Be_19.json
1 Training 64 398 001FreeSurf:Be_23.json
2 Training 64 597 001FreeSurf:Be_4.json
3 Training 64 796 001FreeSurf:Be_35.json
4 Training 64 995 001FreeSurf:Be_15.json
5 Training 64 1194 001FreeSurf:Be_8.json
6 Training 64 1393 001FreeSurf:Be_9.json
7 Training 64 1592 001FreeSurf:Be_14.json
8 Training 64 1791 001FreeSurf:Be_34.json
9 Training 64 1990 001FreeSurf:Be_5.json
10 Training 64 2189 001FreeSurf:Be_22.json
11 Training 64 2388 001FreeSurf:Be_18.json
12 Training 64 2587 001FreeSurf:Be_13.json
13 Training 64 2786 001FreeSurf:Be_29.json
14 Training 64 2985 001FreeSurf:Be_25.json
15 Training 64 3184 001FreeSurf:Be_2.json
16 Training 64 3383 001FreeSurf:Be_33.json
17 Training 64 3582 001FreeSurf:Be_32.json
18 Training 64 3781 001FreeSurf:Be_3.json
19 Training 64 3980 001FreeSurf:Be_24.json
20 Training 64 4179 001FreeSurf:Be_28.json
21 Training 64 4378 001FreeSurf:Be_12.json
22 Training 64 4577 001FreeSurf:Be_11.json
23 Training 64 4776 001FreeSurf:Be_31.json
24 Training 64 4975 001FreeSurf:Be_27.json
25 Training 64 5174 001FreeSurf:Be_26.json
26 Training 64 5373 001FreeSurf:Be_30.json
27 Training 64 5572 001FreeSurf:Be_10.json
28 Training 64 5771 001FreeSurf:Be_6.json
29 Training 64 5970 001FreeSurf:Be_21.json
30 Training 64 6169 001FreeSurf:Be_17.json
31 Training 64 6368 001FreeSurf:Be_16.json
32 Training 64 6567 001FreeSurf:Be_20.json
33 Training 64 6766 001FreeSurf:Be_7.json
34 Training 64 6965 010FreeSurf:Be_19.json
35 Training 64 7164 010FreeSurf:Be_23.json
36 Training 64 7363 010FreeSurf:Be_4.json
37 Training 64 7562 010FreeSurf:Be_35.json
38 Training 64 7761 010FreeSurf:Be_15.json
39 Training 64 7960 010FreeSurf:Be_8.json
40 Training 64 8159 010FreeSurf:Be_9.json
41 Training 64 8358 010FreeSurf:Be_14.json
42 Training 64 8557 010FreeSurf:Be_34.json
43 Training 64 8756 010FreeSurf:Be_5.json
44 Training 64 8955 010FreeSurf:Be_22.json
45 Training 64 9154 010FreeSurf:Be_18.json
46 Training 64 9353 010FreeSurf:Be_13.json
47 Training 64 9552 010FreeSurf:Be_29.json
48 Training 64 9751 010FreeSurf:Be_25.json
49 Training 64 9950 010FreeSurf:Be_2.json
50 Training 64 10149 010FreeSurf:Be_33.json
51 Training 64 10348 010FreeSurf:Be_32.json
52 Training 64 10547 010FreeSurf:Be_3.json
53 Training 64 10746 010FreeSurf:Be_24.json
54 Training 64 10945 010FreeSurf:Be_28.json
55 Training 64 11144 010FreeSurf:Be_12.json
56 Training 64 11343 010FreeSurf:Be_11.json
57 Training 64 11542 010FreeSurf:Be_31.json
58 Training 64 11741 010FreeSurf:Be_27.json
59 Training 64 11940 010FreeSurf:Be_26.json
60 Training 64 12139 010FreeSurf:Be_30.json
61 Training 64 12338 010FreeSurf:Be_10.json
