Filename Group Natoms Energy_Truth Energy_Pred Testing_Bool
A15_6.json Displaced_A15 64 -16.595943630813565 -0.9350075598361819 False
A15_7.json Displaced_A15 64 -16.59402066312575 -0.9330465592377274 False
A15_9.json Displaced_A15 64 -16.59144204913378 -0.9325656380206613 False
A15_3.json Displaced_A15 64 -16.595362157341377 -0.9330868146203959 False
A15_8.json Displaced_A15 64 -16.596432841569317 -0.9337542882159611 False
A15_1.json Displaced_A15 64 -16.59415994851875 -0.9338534378832554 False
BCC_3.json Displaced_BCC 54 -16.793649864920944 -1.0296918276440385 False
BCC_9.json Displaced_BCC 54 -16.80107675162453 -1.0305189767513208 False
BCC_5.json Displaced_BCC 54 -16.82653519779205 -1.0418043263652648 False
BCC_7.json Displaced_BCC 54 -16.797784032358283 -1.034198855234403 False
BCC_4.json Displaced_BCC 54 -16.77177482381209 -1.0197503960296008 False
BCC_2.json Displaced_BCC 54 -16.80825034847356 -1.0349999523147206 False
FCC_9.json Displaced_FCC 48 -16.22888848576688 -0.8365760108486303 False
FCC_6.json Displaced_FCC 48 -16.232320836187327 -0.8388059480628037 False
FCC_1.json Displaced_FCC 48 -16.230889882481275 -0.8386133651565881 False
FCC_2.json Displaced_FCC 48 -16.229344536246483 -0.8371930767289865 False
FCC_5.json Displaced_FCC 48 -16.227733107794403 -0.836530892134325 False
FCC_8.json Displaced_FCC 48 -16.24178966499628 -0.845865916491376 False
BCC_deformed_48.json Elastic_BCC 2 -16.767964072468647 -0.9828818728487292 False
BCC_deformed_93.json Elastic_BCC 2 -16.577559417105732 -0.9430768312230253 False
BCC_deformed_13.json Elastic_BCC 2 -16.689177633061032 -0.9662682047542919 False
BCC_deformed_52.json Elastic_BCC 2 -16.641797707329253 -0.9565043312001391 False
BCC_deformed_55.json Elastic_BCC 2 -16.65767889108994 -0.9597570425282542 False
BCC_deformed_89.json Elastic_BCC 2 -16.749514012335823 -0.9789871902219474 False
BCC_deformed_98.json Elastic_BCC 2 -16.64900940382946 -0.9578698607351338 False
BCC_deformed_77.json Elastic_BCC 2 -16.637846644526977 -0.955644007548244 False
BCC_deformed_85.json Elastic_BCC 2 -16.6148994305596 -0.9508722334933611 False
BCC_deformed_5.json Elastic_BCC 2 -16.726351608382735 -0.9740862166406707 False
BCC_deformed_34.json Elastic_BCC 2 -16.60429751761481 -0.948583325378386 False
BCC_deformed_17.json Elastic_BCC 2 -16.597784311992434 -0.9472987936890871 False
BCC_deformed_66.json Elastic_BCC 2 -16.720741349236054 -0.9728192012713485 False
BCC_deformed_3.json Elastic_BCC 2 -16.689071190406818 -0.9661650571310951 False
BCC_deformed_44.json Elastic_BCC 2 -16.56915103391861 -0.9414304199743154 False
BCC_deformed_68.json Elastic_BCC 2 -16.692713484492323 -0.9670216674105852 False
BCC_deformed_96.json Elastic_BCC 2 -16.673614272137613 -0.9630436797639332 False
BCC_deformed_14.json Elastic_BCC 2 -16.692387268446332 -0.9670002454803314 False
BCC_deformed_90.json Elastic_BCC 2 -16.688734461193246 -0.9661359377217877 False
BCC_deformed_62.json Elastic_BCC 2 -16.684583240582274 -0.9653685126931961 False
BCC_deformed_81.json Elastic_BCC 2 -16.584615411524265 -0.944593347003198 False
BCC_deformed_50.json Elastic_BCC 2 -16.549397539666913 -0.9373488986402413 False
BCC_deformed_49.json Elastic_BCC 2 -16.693366010072634 -0.9670710914806997 False
BCC_deformed_4.json Elastic_BCC 2 -16.534463312624414 -0.9344002752361731 False
BCC_deformed_1.json Elastic_BCC 2 -16.76044430246301 -0.9812573708949188 False
BCC_deformed_75.json Elastic_BCC 2 -16.615591054074347 -0.9509504242286431 False
BCC_deformed_87.json Elastic_BCC 2 -16.63827906775517 -0.9557683311947119 False
BCC_deformed_91.json Elastic_BCC 2 -16.497408302746432 -0.9268072957567901 False
BCC_deformed_71.json Elastic_BCC 2 -16.625340473296696 -0.9530000944398304 False
BCC_deformed_11.json Elastic_BCC 2 -16.706805071262632 -0.9699883326192247 False
BCC_deformed_25.json Elastic_BCC 2 -16.57498400655392 -0.9426471939928187 False
BCC_deformed_97.json Elastic_BCC 2 -16.66116424172301 -0.9604658718656451 False
BCC_deformed_45.json Elastic_BCC 2 -16.537510175632015 -0.934989095423253 False
BCC_deformed_57.json Elastic_BCC 2 -16.643664856942234 -0.9568329994280023 False
BCC_deformed_46.json Elastic_BCC 2 -16.794291462393694 -0.9884462437044501 False
BCC_deformed_36.json Elastic_BCC 2 -16.6187742372132 -0.9516688056838516 False
BCC_deformed_82.json Elastic_BCC 2 -16.587826004957744 -0.9453285180458673 False
BCC_deformed_56.json Elastic_BCC 2 -16.698522481178138 -0.9682029076356491 False
BCC_deformed_53.json Elastic_BCC 2 -16.580724010304266 -0.9437758622442911 False
BCC_deformed_51.json Elastic_BCC 2 -16.68253608432336 -0.9648709434950506 False
BCC_deformed_59.json Elastic_BCC 2 -16.647418654148918 -0.9575166585414845 False
BCC_deformed_12.json Elastic_BCC 2 -16.688329363121937 -0.9660431869648168 False
BCC_deformed_65.json Elastic_BCC 2 -16.59706596592006 -0.9471982634739488 False
BCC_deformed_22.json Elastic_BCC 2 -16.759608080712756 -0.9810501558361563 False
BCC_deformed_9.json Elastic_BCC 2 -16.70008005707822 -0.9685191089827321 False
BCC_deformed_31.json Elastic_BCC 2 -16.67017419618166 -0.9623796799184331 False
BCC_deformed_63.json Elastic_BCC 2 -16.684184276407795 -0.9652680638836572 False
BCC_deformed_27.json Elastic_BCC 2 -16.671731090290695 -0.9627126091314742 False
BCC_deformed_10.json Elastic_BCC 2 -16.597812788157505 -0.9473225633645403 False
BCC_deformed_69.json Elastic_BCC 2 -16.58768445557171 -0.9452053760286812 False
BCC_deformed_39.json Elastic_BCC 2 -16.59285938728137 -0.9463720317139959 False
BCC_deformed_61.json Elastic_BCC 2 -16.653684225453848 -0.9588538176955415 False
BCC_deformed_60.json Elastic_BCC 2 -16.674405186035862 -0.9632191031315571 False
BCC_deformed_0.json Elastic_BCC 2 -16.519707516485283 -0.9313106026966256 False
BCC_deformed_86.json Elastic_BCC 2 -16.732967938038833 -0.9754462724792972 False
BCC_deformed_54.json Elastic_BCC 2 -16.74745142659694 -0.9784861665438646 False
BCC_deformed_21.json Elastic_BCC 2 -16.66977174368914 -0.962277488230745 False
BCC_deformed_28.json Elastic_BCC 2 -16.58583446363488 -0.9448903468204732 False
BCC_deformed_72.json Elastic_BCC 2 -16.671931544417212 -0.9626009745437742 False
BCC_deformed_6.json Elastic_BCC 2 -16.763740281206022 -0.9820491608155175 False
BCC_deformed_15.json Elastic_BCC 2 -16.617952128963047 -0.9514609870677908 False
BCC_deformed_33.json Elastic_BCC 2 -16.566490545640907 -0.9409176669518136 False
BCC_deformed_79.json Elastic_BCC 2 -16.756924923262606 -0.9805248452136737 False
BCC_deformed_78.json Elastic_BCC 2 -16.600543125645217 -0.9479047591605949 False
BCC_deformed_24.json Elastic_BCC 2 -16.728642299484772 -0.9745267018421105 False
BCC_deformed_29.json Elastic_BCC 2 -16.57849368690882 -0.9433891645861278 False
BCC_deformed_32.json Elastic_BCC 2 -16.66660117469219 -0.96158248643303 False
BCC_deformed_88.json Elastic_BCC 2 -16.575305125326118 -0.9426612237313524 False
BCC_deformed_38.json Elastic_BCC 2 -16.61436990321358 -0.9506534389890504 False
BCC_deformed_47.json Elastic_BCC 2 -16.62988811622669 -0.9538508292843492 False
FCC_deformed_45.json Elastic_FCC 4 -16.33367517559141 -0.8498155164183512 False
FCC_deformed_38.json Elastic_FCC 4 -16.21836496185935 -0.8182552000510959 False
FCC_deformed_60.json Elastic_FCC 4 -16.19976324339628 -0.813344868962041 False
FCC_deformed_5.json Elastic_FCC 4 -16.16238218927603 -0.8032562315816898 False
FCC_deformed_85.json Elastic_FCC 4 -16.20661072988399 -0.8152960062675746 False
FCC_deformed_77.json Elastic_FCC 4 -16.18206375091492 -0.8084671439254145 False
FCC_deformed_16.json Elastic_FCC 4 -16.16351607870443 -0.8036499620620106 False
FCC_deformed_76.json Elastic_FCC 4 -16.224401444330596 -0.8199246378844861 False
FCC_deformed_25.json Elastic_FCC 4 -16.17433804088969 -0.8064320495661936 False
FCC_deformed_84.json Elastic_FCC 4 -16.190385863946695 -0.8108724598232544 False
FCC_deformed_99.json Elastic_FCC 4 -16.18216218696429 -0.8086584381850538 False
FCC_deformed_2.json Elastic_FCC 4 -16.174380818545817 -0.8066142359506826 False
FCC_deformed_14.json Elastic_FCC 4 -16.237073764343606 -0.8233334984431256 False
FCC_deformed_94.json Elastic_FCC 4 -16.186101173255132 -0.8096214301865623 False
FCC_deformed_68.json Elastic_FCC 4 -16.11932598507004 -0.7919598251424415 False
FCC_deformed_30.json Elastic_FCC 4 -16.281070439208676 -0.8353206355666521 False
FCC_deformed_89.json Elastic_FCC 4 -16.1554343278996 -0.8015058910453519 False
FCC_deformed_19.json Elastic_FCC 4 -16.18126799419609 -0.8083927776890718 False
FCC_deformed_75.json Elastic_FCC 4 -16.22903913178839 -0.821182949707703 False
FCC_deformed_83.json Elastic_FCC 4 -16.130309687522434 -0.7950270026678169 False
FCC_deformed_21.json Elastic_FCC 4 -16.202049038424185 -0.8137770464869896 False
FCC_deformed_93.json Elastic_FCC 4 -16.14756569534785 -0.7993641181752071 False
FCC_deformed_13.json Elastic_FCC 4 -16.211654437033722 -0.8163342523793415 False
FCC_deformed_82.json Elastic_FCC 4 -16.307896337177443 -0.8428443324698672 False
FCC_deformed_41.json Elastic_FCC 4 -16.173183420236704 -0.806401921758682 False
FCC_deformed_64.json Elastic_FCC 4 -16.277568264896303 -0.8343713264447834 False
FCC_deformed_17.json Elastic_FCC 4 -16.182719114823097 -0.8087344876577837 False
FCC_deformed_61.json Elastic_FCC 4 -16.15610754238223 -0.8017483998223587 False
FCC_deformed_39.json Elastic_FCC 4 -16.205481000272947 -0.814702738243242 False
FCC_deformed_11.json Elastic_FCC 4 -16.12686865618405 -0.7939370338640386 False
FCC_deformed_66.json Elastic_FCC 4 -16.17353708562226 -0.8064454222463109 False
FCC_deformed_59.json Elastic_FCC 4 -16.335089474667157 -0.8502029494855826 False
